Drug1_name,Drug1_ID,Chem_formula1,Drug2_name,drug2_Id,Chem_formula2,Severity,Interaction,Drug1_Description,Drug2_Description
Trazodone,DB00656,C19H22ClN5O,Amitriptyline,DB00321,C20H23N,MAJOR,0,Trazodone is a serotonin uptake inhibitor used to treat major depressive disorder.,"Amitriptyline is a tricyclic antidepressant indicated in the treatment of depressive illness, either endogenous or psychotic, and to relieve depression associated anxiety."
Selegiline,DB01037,C13H17N,Amitriptyline,DB00321,C20H23N,MAJOR,0,Selegiline is a monoamine oxidase inhibitor used to treat major depressive disorder and Parkinson's.,"Amitriptyline is a tricyclic antidepressant indicated in the treatment of depressive illness, either endogenous or psychotic, and to relieve depression associated anxiety."
Cyclosporine,DB00091,C62H111N11O12,Halothane,DB01159,C2HBrClF3,MINOR,1,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Halothane is a general inhalation anesthetic used for the induction and maintenance of general anesthesia.
Dapsone,DB00250,C12H12N2O2S,Trabectedin,DB05109,C39H43N3O11S,MAJOR,0,"Dapsone is a sulfone drug used to treat acne vulgaris, Hansen's disease, and dermatitis herpetiformis.",Trabectedin is an alkylating agent approved for the treatment of unresectable or metastatic soft tissue sarcoma (liposarcoma or leiomyosarcoma).
Mianserin,DB06148,C18H20N2,Trabectedin,DB05109,C39H43N3O11S,MAJOR,0,Mianserin is a tetracyclic antidepressant with therapeutic activity similar to amitriptyline used to treat depression and anxiety.,Trabectedin is an alkylating agent approved for the treatment of unresectable or metastatic soft tissue sarcoma (liposarcoma or leiomyosarcoma).
Dapsone,DB00250,C12H12N2O2S,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,"Dapsone is a sulfone drug used to treat acne vulgaris, Hansen's disease, and dermatitis herpetiformis.","Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Trabectedin,DB05109,C39H43N3O11S,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Trabectedin is an alkylating agent approved for the treatment of unresectable or metastatic soft tissue sarcoma (liposarcoma or leiomyosarcoma).,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Sertraline,DB01104,C17H17Cl2N,Trabectedin,DB05109,C39H43N3O11S,MAJOR,0,"Sertraline is a selective serotonin reuptake inhibitor (SSRI) indicated to treat major depressive disorder, social anxiety disorder and many other psychiatric conditions.",Trabectedin is an alkylating agent approved for the treatment of unresectable or metastatic soft tissue sarcoma (liposarcoma or leiomyosarcoma).
Warfarin,DB00682,C19H16O4,Phenprocoumon,DB00946,C18H16O3,MAJOR,0,"Warfarin is a vitamin K antagonist used to treat venous thromboembolism, pulmonary embolism, thromboembolism with atrial fibrillation, thromboembolism with cardiac valve replacement, and thromboembolic events post myocardial infarction.",Phenprocoumon is an anticoagulant drug used for the prevention of thrombosis.
Cyclosporine,DB00091,C62H111N11O12,Phenprocoumon,DB00946,C18H16O3,MAJOR,0,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Phenprocoumon is an anticoagulant drug used for the prevention of thrombosis.
Bisoprolol,DB00612,C18H31NO4,Propranolol,DB00571,C16H21NO2,MAJOR,0,Bisoprolol is a beta-1 adrenergic blocking agent used to prevent myocardial infarction and heart failure and to treat mild to moderate hypertension.,"Propranolol is a non-selective beta adrenergic antagonist used to treat hypertension, angina, atrial fibrillation, myocardial infarction, migraine, essential tremor, hypertrophic subaortic stenosis, and pheochromocytoma."
Benzphetamine,DB00865,C17H21N,Propranolol,DB00571,C16H21NO2,MINOR,1,Benzphetamine is a sympathomimetic used to manage exogenous obesity short term.,"Propranolol is a non-selective beta adrenergic antagonist used to treat hypertension, angina, atrial fibrillation, myocardial infarction, migraine, essential tremor, hypertrophic subaortic stenosis, and pheochromocytoma."
Cyclosporine,DB00091,C62H111N11O12,Bromazepam,DB01558,C14H10BrN3O,MINOR,1,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Bromazepam is a short-acting benzodiazepine with intermediate onset commonly used to treat panic disorders and severe anxiety.
Benzphetamine,DB00865,C17H21N,Bisoprolol,DB00612,C18H31NO4,MINOR,1,Benzphetamine is a sympathomimetic used to manage exogenous obesity short term.,Bisoprolol is a beta-1 adrenergic blocking agent used to prevent myocardial infarction and heart failure and to treat mild to moderate hypertension.
Bisoprolol,DB00612,C18H31NO4,Bromazepam,DB01558,C14H10BrN3O,MINOR,1,Bisoprolol is a beta-1 adrenergic blocking agent used to prevent myocardial infarction and heart failure and to treat mild to moderate hypertension.,Bromazepam is a short-acting benzodiazepine with intermediate onset commonly used to treat panic disorders and severe anxiety.
Calcitriol,DB00136,C27H44O3,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Calcitriol is an active metabolite of vitamin D that is used to treat hyperparathyroidism and is also used in dialysis patients to combat hypocalcemia.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Clobazam,DB00349,C16H13ClN2O2,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Clobazam is a benzodiazepine used as adjunct treatment in seizures associated with Lennox-Gastaut syndrome.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Cyclosporine,DB00091,C62H111N11O12,Dantrolene,DB01219,C14H10N4O5,MINOR,1,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Dantrolene is a direct-acting skeletal muscle relaxant used for the treatment of management of the fulminant hypermetabolism of skeletal muscle leading to malignant hyperthermia crisis.
Felbamate,DB00949,C11H14N2O4,Digitoxin,DB01396,C41H64O13,MAJOR,0,Felbamate is an anticonvulsant used to treat severe epilepsy.,"Digitoxin is a cardiac glycoside used in the treatment and management of congestive cardiac insufficiency, arrhythmias and heart failure."
Felbamate,DB00949,C11H14N2O4,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Felbamate is an anticonvulsant used to treat severe epilepsy.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Cyclosporine,DB00091,C62H111N11O12,Digitoxin,DB01396,C41H64O13,MAJOR,0,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.","Digitoxin is a cardiac glycoside used in the treatment and management of congestive cardiac insufficiency, arrhythmias and heart failure."
Flurazepam,DB00690,C21H23ClFN3O,Estrone sulfate,DB04574,C18H22O5S,MINOR,1,Flurazepam is a long-acting benzodiazepine with a rapid onset of action that is commonly used to treat insomnia.,Estrone sulfate is an estrogen used as monotherapy or  in several combination hormone replacement products for managing menopause symptoms and hormone disorders.
Ixabepilone,DB04845,C27H42N2O5S,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Ixabepilone is a microtubule inhibitor administered  in combination with capecitabine or alone in the treatment of metastatic or locally advanced breast cancer that has shown inadequate response to taxanes and anthracyclines.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Flutamide,DB00499,C11H11F3N2O3,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Flutamide is an antiandrogen used for locally confined stage B2-C and D-2 metastatic prostate carcinoma.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Flutamide,DB00499,C11H11F3N2O3,Cyclosporine,DB00091,C62H111N11O12,MINOR,1,Flutamide is an antiandrogen used for locally confined stage B2-C and D-2 metastatic prostate carcinoma.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Nilotinib,DB04868,C28H22F3N7O,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Nilotinib is a kinase inhibitor used for the chronic phase treatment of Chronic Myeloid Leukemia (CML) that is Philadelphia chromosome positive and for the treatment of CML that is resistant to therapy containing imatinib.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Nilotinib,DB04868,C28H22F3N7O,Mefloquine,DB00358,C17H16F6N2O,MAJOR,0,Nilotinib is a kinase inhibitor used for the chronic phase treatment of Chronic Myeloid Leukemia (CML) that is Philadelphia chromosome positive and for the treatment of CML that is resistant to therapy containing imatinib.,Mefloquine is an antimalarial agent used in the prophylaxis and treatment of malaria caused by Plasmodium falciparum and Plasmodium vivax.
Mefloquine,DB00358,C17H16F6N2O,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Mefloquine is an antimalarial agent used in the prophylaxis and treatment of malaria caused by Plasmodium falciparum and Plasmodium vivax.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Nilotinib,DB04868,C28H22F3N7O,Lansoprazole,DB00448,C16H14F3N3O2S,MAJOR,0,Nilotinib is a kinase inhibitor used for the chronic phase treatment of Chronic Myeloid Leukemia (CML) that is Philadelphia chromosome positive and for the treatment of CML that is resistant to therapy containing imatinib.,"Lansoprazole is a proton pump inhibitor used to help gastrointestinal ulcers heal, to treat symptoms of gastroesophageal reflux disease (GERD), to eradicate Helicobacter pylori, and to treat hypersecretory conditions such as Zollinger-Ellison Syndrome."
Ceritinib,DB09063,C28H36ClN5O3S,Dofetilide,DB00204,C19H27N3O5S2,MAJOR,0,Ceritinib is an antineoplastic kinase inhibitor used to treat anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) in patients with inadequate clinical response or intolerance to crizotinib.,Dofetilide is a class III antiarrhythmic drug used for the maintenance of normal sinus rhythm and cardioversion in cases of atrial fibrillation and atrial flutter.
Ceritinib,DB09063,C28H36ClN5O3S,Mifepristone,DB00834,C29H35NO2,MAJOR,0,Ceritinib is an antineoplastic kinase inhibitor used to treat anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) in patients with inadequate clinical response or intolerance to crizotinib.,"Mifepristone is a cortisol receptor blocker used to treat Cushing's syndrome, and to terminate pregnancies up to 70 days gestation."
Mifepristone,DB00834,C29H35NO2,Dofetilide,DB00204,C19H27N3O5S2,MAJOR,0,"Mifepristone is a cortisol receptor blocker used to treat Cushing's syndrome, and to terminate pregnancies up to 70 days gestation.",Dofetilide is a class III antiarrhythmic drug used for the maintenance of normal sinus rhythm and cardioversion in cases of atrial fibrillation and atrial flutter.
Octreotide,DB00104,,Lutetium Lu 177 dotatate,DB13985,C65H87LuN14O19S2,MAJOR,0,Octreotide is a peptide drug used to treat acromegaly as well as diarrhea associated with metastatic carcinoid tumors and vasoactive intestinal peptide secreting tumors.,Lutetium Lu 177 dotatate is a radiolabeled somatostatin analog used to treat somatostatin receptor positive gastroenteropancreatic neuroendocrine tumors.
Anagrelide,DB00261,C10H7Cl2N3O,Ziprasidone,DB00246,C21H21ClN4OS,MAJOR,0,"Anagrelide is a platelet-reducing agent used to treat thrombocythemia, and its related complications, secondary to myeloproliferative neoplasms.","Ziprasidone is an atypical antipsychotic used to manage schizophrenia, bipolar mania, and agitation in patients with schizophrenia."
Ziprasidone,DB00246,C21H21ClN4OS,Disopyramide,DB00280,C21H29N3O,MAJOR,0,"Ziprasidone is an atypical antipsychotic used to manage schizophrenia, bipolar mania, and agitation in patients with schizophrenia.",Disopyramide is a class 1A antiarrhythmic agent used to treat life-threatening ventricular arrhythmias.
Citalopram,DB00215,C20H21FN2O,Ziprasidone,DB00246,C21H21ClN4OS,MAJOR,0,Citalopram is a selective serotonin reuptake inhibitor (SSRI) used in the treatment of depression.,"Ziprasidone is an atypical antipsychotic used to manage schizophrenia, bipolar mania, and agitation in patients with schizophrenia."
Anagrelide,DB00261,C10H7Cl2N3O,Disopyramide,DB00280,C21H29N3O,MAJOR,0,"Anagrelide is a platelet-reducing agent used to treat thrombocythemia, and its related complications, secondary to myeloproliferative neoplasms.",Disopyramide is a class 1A antiarrhythmic agent used to treat life-threatening ventricular arrhythmias.
Octreotide,DB00104,,Ziprasidone,DB00246,C21H21ClN4OS,MAJOR,0,Octreotide is a peptide drug used to treat acromegaly as well as diarrhea associated with metastatic carcinoid tumors and vasoactive intestinal peptide secreting tumors.,"Ziprasidone is an atypical antipsychotic used to manage schizophrenia, bipolar mania, and agitation in patients with schizophrenia."
Ibutilide,DB00308,C20H36N2O3S,Quinine,DB00468,C20H24N2O2,MAJOR,0,"Ibutilide is a class III antiarrhythmic agent used to correct atrial fibrillation and atrial flutter, which can be considered as an alternative to cardioversion.",Quinine is an alkaloid used to treat uncomplicated Plasmodium falciparum malaria.
Toremifene,DB00539,C26H28ClNO,Flupentixol,DB00875,C23H25F3N2OS,MAJOR,0,Toremifene is a first generation nonsteroidal selective estrogen receptor modulator used to treat certain breast cancers.,Flupentixol is a thioxanthene neuroleptic used to treat schizophrenia and depression.
Thioridazine,DB00679,C21H26N2S2,Flupentixol,DB00875,C23H25F3N2OS,MAJOR,0,Thioridazine is a phenothiazine antipsychotic used to treat schizophrenia and generalized anxiety disorder.,Flupentixol is a thioxanthene neuroleptic used to treat schizophrenia and depression.
Cisapride,DB00604,C23H29ClFN3O4,Flupentixol,DB00875,C23H25F3N2OS,MAJOR,0,Cisapride is a medication used to treat heartburn associated with GERD.,Flupentixol is a thioxanthene neuroleptic used to treat schizophrenia and depression.
Toremifene,DB00539,C26H28ClNO,Thioridazine,DB00679,C21H26N2S2,MAJOR,0,Toremifene is a first generation nonsteroidal selective estrogen receptor modulator used to treat certain breast cancers.,Thioridazine is a phenothiazine antipsychotic used to treat schizophrenia and generalized anxiety disorder.
Toremifene,DB00539,C26H28ClNO,Cisapride,DB00604,C23H29ClFN3O4,MAJOR,0,Toremifene is a first generation nonsteroidal selective estrogen receptor modulator used to treat certain breast cancers.,Cisapride is a medication used to treat heartburn associated with GERD.
Cisapride,DB00604,C23H29ClFN3O4,Thioridazine,DB00679,C21H26N2S2,MAJOR,0,Cisapride is a medication used to treat heartburn associated with GERD.,Thioridazine is a phenothiazine antipsychotic used to treat schizophrenia and generalized anxiety disorder.
Quinidine,DB00908,C20H24N2O2,Pimozide,DB01100,C28H29F2N3O,MAJOR,0,"Quinidine is a medication used to restore normal sinus rhythm, treat atrial fibrillation and flutter, and treat ventricular arrhythmias.",Pimozide is an antipsychotic used to manage debilitating motor and phonic tics in patients with Tourette's Disorder.
Procainamide,DB01035,C13H21N3O,Pimozide,DB01100,C28H29F2N3O,MAJOR,0,Procainamide is a medication used to treat life threatening ventricular arrhythmias.,Pimozide is an antipsychotic used to manage debilitating motor and phonic tics in patients with Tourette's Disorder.
Octreotide,DB00104,,Quetiapine,DB01224,C21H25N3O2S,MINOR,1,Octreotide is a peptide drug used to treat acromegaly as well as diarrhea associated with metastatic carcinoid tumors and vasoactive intestinal peptide secreting tumors.,"Quetiapine is an atypical antipsychotic agent used for the management of bipolar disorder, schizophrenia, and major depressive disorder."
Domperidone,DB01184,C22H24ClN5O2,Arsenic trioxide,DB01169,As2O3,MAJOR,0,"Domperidone is a dopamine receptor antagonist used as a peristaltic stimulant and anti-emetic agent for dyspepsia, indigestion, epigastric pain, nausea, and vomiting.",Arsenic trioxide is a chemotherapeutic agent used in the treatment of refractory or relapsed acute promyelocytic leukemia in patients with prior retinoid and anthracycline chemotherapy.
Quetiapine,DB01224,C21H25N3O2S,Arsenic trioxide,DB01169,As2O3,MAJOR,0,"Quetiapine is an atypical antipsychotic agent used for the management of bipolar disorder, schizophrenia, and major depressive disorder.",Arsenic trioxide is a chemotherapeutic agent used in the treatment of refractory or relapsed acute promyelocytic leukemia in patients with prior retinoid and anthracycline chemotherapy.
Arsenic trioxide,DB01169,As2O3,Escitalopram,DB01175,C20H21FN2O,MAJOR,0,Arsenic trioxide is a chemotherapeutic agent used in the treatment of refractory or relapsed acute promyelocytic leukemia in patients with prior retinoid and anthracycline chemotherapy.,"Escitalopram is a selective serotonin re-uptake inhibitor used in the treatment of major depressive disorder (MDD), generalized anxiety disorder (GAD), and other select psychiatric disorders such as obsessive-compulsive disorder (OCD)."
Zuclopenthixol,DB01624,C22H25ClN2OS,Dronedarone,DB04855,C31H44N2O5S,MAJOR,0,"Zuclopenthixol is an antipsychotic indicated for the management of schizophrenia. The acuphase formulation is indicated for initial treatment of acute psychosis or exacerbation of psychosis, while the depot formulation is best for maintenance.",Dronedarone is an antiarrhythmic agent used in the reduce the risk of hospitalization in patients with paroxysmal or persistent atrial fibrillation.
Tetrabenazine,DB04844,C19H27NO3,Zuclopenthixol,DB01624,C22H25ClN2OS,MAJOR,0,Tetrabenazine is a vesicular monoamine transporter 2 (VMAT) inhibitor used for the management of chorea associated with Huntington's Disease.,"Zuclopenthixol is an antipsychotic indicated for the management of schizophrenia. The acuphase formulation is indicated for initial treatment of acute psychosis or exacerbation of psychosis, while the depot formulation is best for maintenance."
Dronedarone,DB04855,C31H44N2O5S,Paliperidone,DB01267,C23H27FN4O3,MAJOR,0,Dronedarone is an antiarrhythmic agent used in the reduce the risk of hospitalization in patients with paroxysmal or persistent atrial fibrillation.,Paliperidone is an atypical antipsychotic used in the treatment of schizophrenia and other schizoaffective or delusional disorders.
Paliperidone,DB01267,C23H27FN4O3,Zuclopenthixol,DB01624,C22H25ClN2OS,MAJOR,0,Paliperidone is an atypical antipsychotic used in the treatment of schizophrenia and other schizoaffective or delusional disorders.,"Zuclopenthixol is an antipsychotic indicated for the management of schizophrenia. The acuphase formulation is indicated for initial treatment of acute psychosis or exacerbation of psychosis, while the depot formulation is best for maintenance."
Paliperidone,DB01267,C23H27FN4O3,Tetrabenazine,DB04844,C19H27NO3,MAJOR,0,Paliperidone is an atypical antipsychotic used in the treatment of schizophrenia and other schizoaffective or delusional disorders.,Tetrabenazine is a vesicular monoamine transporter 2 (VMAT) inhibitor used for the management of chorea associated with Huntington's Disease.
Tetrabenazine,DB04844,C19H27NO3,Dronedarone,DB04855,C31H44N2O5S,MAJOR,0,Tetrabenazine is a vesicular monoamine transporter 2 (VMAT) inhibitor used for the management of chorea associated with Huntington's Disease.,Dronedarone is an antiarrhythmic agent used in the reduce the risk of hospitalization in patients with paroxysmal or persistent atrial fibrillation.
Nilotinib,DB04868,C28H22F3N7O,Vandetanib,DB05294,C22H24BrFN4O2,MAJOR,0,Nilotinib is a kinase inhibitor used for the chronic phase treatment of Chronic Myeloid Leukemia (CML) that is Philadelphia chromosome positive and for the treatment of CML that is resistant to therapy containing imatinib.,Vandetanib is an antineoplastic kinase inhibitor used to treat symptomatic or progressive medullary thyroid cancer in patients with unresectable locally advanced or metastatic disease.
Iloperidone,DB04946,C24H27FN2O4,Nilotinib,DB04868,C28H22F3N7O,MAJOR,0,Iloperidone is an atypical antipsychotic agent used to treat schizophrenia and manic or mixed episodes associated with bipolar I disorder in adults.,Nilotinib is a kinase inhibitor used for the chronic phase treatment of Chronic Myeloid Leukemia (CML) that is Philadelphia chromosome positive and for the treatment of CML that is resistant to therapy containing imatinib.
Vandetanib,DB05294,C22H24BrFN4O2,Iloperidone,DB04946,C24H27FN2O4,MAJOR,0,Vandetanib is an antineoplastic kinase inhibitor used to treat symptomatic or progressive medullary thyroid cancer in patients with unresectable locally advanced or metastatic disease.,Iloperidone is an atypical antipsychotic agent used to treat schizophrenia and manic or mixed episodes associated with bipolar I disorder in adults.
Asenapine,DB06216,C17H16ClNO,Iloperidone,DB04946,C24H27FN2O4,MAJOR,0,Asenapine is an atypical antipsychotic used to treat patients with bipolar I disorder and patients with schizophrenia.,Iloperidone is an atypical antipsychotic agent used to treat schizophrenia and manic or mixed episodes associated with bipolar I disorder in adults.
Vandetanib,DB05294,C22H24BrFN4O2,Asenapine,DB06216,C17H16ClNO,MAJOR,0,Vandetanib is an antineoplastic kinase inhibitor used to treat symptomatic or progressive medullary thyroid cancer in patients with unresectable locally advanced or metastatic disease.,Asenapine is an atypical antipsychotic used to treat patients with bipolar I disorder and patients with schizophrenia.
Octreotide,DB00104,,Eliglustat,DB09039,C23H36N2O4,MAJOR,0,Octreotide is a peptide drug used to treat acromegaly as well as diarrhea associated with metastatic carcinoid tumors and vasoactive intestinal peptide secreting tumors.,"Eliglustat is a glucosylceramide synthase used to treat type 1 Gaucher disease in patients who are CYP2D6 extensive, intermediate, or poor metabolizers."
Artemether,DB06697,C16H26O5,Paclitaxel,DB01229,C47H51NO14,MAJOR,0,Artemether is an antimalarial agent used in combination with lumefantrine for the treatment of acute uncomplicated malaria caused by Plasmodium falciparum.,"Paclitaxel is a taxoid chemotherapeutic agent used as first-line and subsequent therapy for the treatment of advanced carcinoma of the ovary, and other various cancers including breast and lung cancer."
Vemurafenib,DB08881,C23H18ClF2N3O3S,Paclitaxel,DB01229,C47H51NO14,MAJOR,0,"Vemurafenib is a kinase inhibitor used to treat patients with Erdheim-Chester Disease who have the BRAF V600 mutation, and melanoma in patients who have the BRAF V600E mutation.","Paclitaxel is a taxoid chemotherapeutic agent used as first-line and subsequent therapy for the treatment of advanced carcinoma of the ovary, and other various cancers including breast and lung cancer."
Vemurafenib,DB08881,C23H18ClF2N3O3S,Artemether,DB06697,C16H26O5,MAJOR,0,"Vemurafenib is a kinase inhibitor used to treat patients with Erdheim-Chester Disease who have the BRAF V600 mutation, and melanoma in patients who have the BRAF V600E mutation.",Artemether is an antimalarial agent used in combination with lumefantrine for the treatment of acute uncomplicated malaria caused by Plasmodium falciparum.
Artemether,DB06697,C16H26O5,Eliglustat,DB09039,C23H36N2O4,MAJOR,0,Artemether is an antimalarial agent used in combination with lumefantrine for the treatment of acute uncomplicated malaria caused by Plasmodium falciparum.,"Eliglustat is a glucosylceramide synthase used to treat type 1 Gaucher disease in patients who are CYP2D6 extensive, intermediate, or poor metabolizers."
Digitoxin,DB01396,C41H64O13,Digoxin,DB00390,C41H64O14,MAJOR,0,"Digitoxin is a cardiac glycoside used in the treatment and management of congestive cardiac insufficiency, arrhythmias and heart failure.",Digoxin is a cardiac glycoside used in the treatment of mild to moderate heart failure and for ventricular response rate control in chronic atrial fibrillation.
Docetaxel,DB01248,C43H53NO14,Cabazitaxel,DB06772,C45H57NO14,MAJOR,0,"Docetaxel is a taxoid antineoplastic agent used in the treatment of various cancers, such as locally advanced or metastatic breast cancer, metastatic prostate cancer, gastric adenocarcinoma, and head and neck cancer.",Cabazitaxel is an antineoplastic agent used in combination with corticosteroids to treat metastatic castration-resistant prostate cancer in patients previously treated with a docetaxel-containing treatment regimen.
Digoxin,DB00390,C41H64O14,Cabazitaxel,DB06772,C45H57NO14,MINOR,1,Digoxin is a cardiac glycoside used in the treatment of mild to moderate heart failure and for ventricular response rate control in chronic atrial fibrillation.,Cabazitaxel is an antineoplastic agent used in combination with corticosteroids to treat metastatic castration-resistant prostate cancer in patients previously treated with a docetaxel-containing treatment regimen.
Digoxin,DB00390,C41H64O14,Docetaxel,DB01248,C43H53NO14,MINOR,1,Digoxin is a cardiac glycoside used in the treatment of mild to moderate heart failure and for ventricular response rate control in chronic atrial fibrillation.,"Docetaxel is a taxoid antineoplastic agent used in the treatment of various cancers, such as locally advanced or metastatic breast cancer, metastatic prostate cancer, gastric adenocarcinoma, and head and neck cancer."
Digitoxin,DB01396,C41H64O13,Cabazitaxel,DB06772,C45H57NO14,MINOR,1,"Digitoxin is a cardiac glycoside used in the treatment and management of congestive cardiac insufficiency, arrhythmias and heart failure.",Cabazitaxel is an antineoplastic agent used in combination with corticosteroids to treat metastatic castration-resistant prostate cancer in patients previously treated with a docetaxel-containing treatment regimen.
Bromocriptine,DB01200,C32H40BrN5O5,Bretylium,DB01158,C11H17BrN,MINOR,1,"Bromocriptine is a dopamine D2 receptor agonist used for the treatment of galactorrhea due to hyperprolactinemia and other prolactin-related conditions, as well as in early Parkinsonian Syndrome.","Bretylium is a norepinephrine release inhibitor used for the prophylaxis and therapy of ventricular fibrillation, as well as the treatment of life-threatening ventricular arrhythmias."
Bretylium,DB01158,C11H17BrN,Ivabradine,DB09083,C27H36N2O5,MINOR,1,"Bretylium is a norepinephrine release inhibitor used for the prophylaxis and therapy of ventricular fibrillation, as well as the treatment of life-threatening ventricular arrhythmias.",Ivabradine is a HCN channel blocker used to reduce the risk of hospitalization for worsening heart failure in adult patients and for treatment of stable symptomatic heart failure as a result of dilated cardiomyopathy in pediatric patients.
Octreotide,DB00104,,Erythromycin,DB00199,C37H67NO13,MINOR,1,Octreotide is a peptide drug used to treat acromegaly as well as diarrhea associated with metastatic carcinoid tumors and vasoactive intestinal peptide secreting tumors.,Erythromycin is a macrolide antibiotic used to treat and prevent a variety of bacterial infections.
Tofacitinib,DB08895,C16H20N6O,Lacosamide,DB06218,C13H18N2O3,MINOR,1,"Tofacitinib is a Janus kinase (JAK) inhibitor used to treat rheumatic conditions, such as rheumatoid arthritis and ankylosing spondylitis, and ulcerative colitis.",Lacosamide is an antiepileptic drug used to treat partial-onset seizures and primary generalized tonic-clonic seizures.
Methadone,DB00333,C21H27NO,Clozapine,DB00363,C18H19ClN4,MAJOR,0,Methadone is an opioid analgesic indicated for management of severe pain that is not responsive to alternative treatments. Also used to aid in detoxification and maintenance treatment of opioid addiction.,Clozapine is an atypical or second-generation antipsychotic drug used in treatment-resistant schizophrenia and to decrease suicide risk in schizophrenic patients.
Octreotide,DB00104,,Methadone,DB00333,C21H27NO,MINOR,1,Octreotide is a peptide drug used to treat acromegaly as well as diarrhea associated with metastatic carcinoid tumors and vasoactive intestinal peptide secreting tumors.,Methadone is an opioid analgesic indicated for management of severe pain that is not responsive to alternative treatments. Also used to aid in detoxification and maintenance treatment of opioid addiction.
Octreotide,DB00104,,Moxifloxacin,DB00218,C21H24FN3O4,MINOR,1,Octreotide is a peptide drug used to treat acromegaly as well as diarrhea associated with metastatic carcinoid tumors and vasoactive intestinal peptide secreting tumors.,Moxifloxacin is a fluoroquinolone antibiotic used to treat various bacterial infections.
Octreotide,DB00104,,Droperidol,DB00450,C22H22FN3O2,MINOR,1,Octreotide is a peptide drug used to treat acromegaly as well as diarrhea associated with metastatic carcinoid tumors and vasoactive intestinal peptide secreting tumors.,Droperidol is a butyrophenone derivative and dopamine antagonist used to prevent and treat postoperative nausea and vomiting.
Octreotide,DB00104,,Promazine,DB00420,C17H20N2S,MINOR,1,Octreotide is a peptide drug used to treat acromegaly as well as diarrhea associated with metastatic carcinoid tumors and vasoactive intestinal peptide secreting tumors.,Promazine is a phenothiazine used to manage schizophrenia.
Octreotide,DB00104,,Ciprofloxacin,DB00537,C17H18FN3O3,MINOR,1,Octreotide is a peptide drug used to treat acromegaly as well as diarrhea associated with metastatic carcinoid tumors and vasoactive intestinal peptide secreting tumors.,Ciprofloxacin is a second generation fluoroquinolone used to treat various susceptible bacterial infections.
